13357.810954, 12064.008530, 11030.261469, 10002.703166, 8841.654009, 7599.540257, 6271.249878, 4850.947191, 3332.318633, 1708.588697, -27.497786, 0.000000
14177, 13031, 9762, 11271, 8688, 7571, 6983, 4778, 2067, 1586, 793, 0
819.189046, 966.991470, -1268.261469, 1268.296834, -153.654009, -28.540257, 711.750122, -72.947191, -1265.318633, -122.588697, 820.497786, -0.000000
BETA = 0.000024 X0 = 13357.810954 PHI = -0.079507 LAMBDA = 1792.968803 MU = 15.000000 SIGMA = 62.500477 DELTA = 10729.544969
